Weights,Prices,Capacity,Best picks,Best price
[38 45 40 26 34],[16 15 19  9 10],15,,0.0
[11 30 34 37 30],[11  7 14 14 16],64,[0. 0. 1. 0. 1.],30.0
[13 41 33 39 36],[ 1 16  5  9 16],59,[1. 1. 0. 0. 0.],17.0
[ 4  2 24 19 47],[ 9 14  1  7 12],99,[1. 1. 1. 1. 1.],43.0
[26  7 19 27  2],[ 8  2 18 13 15],48,[0. 0. 1. 1. 1.],46.0
[28  4  4 42  3],[11  8  2  5  3],26,[0. 1. 1. 0. 1.],13.0
[ 4  3 31 43 27],[18 18 18 18  3],24,[1. 1. 0. 0. 0.],36.0
[39 31 14 43 26],[18 12 12 11 16],50,[0. 0. 1. 0. 1.],28.0
[22 29 38 40 45],[ 4 10  7 19  2],57,[0. 0. 0. 1. 0.],19.0
[28 19 12  7 18],[ 6 10 18  9 11],72,[0. 1. 1. 1. 1.],48.0
[15 32 18 11 11],[16 10 14 16 19],27,[1. 0. 0. 0. 1.],35.0
[18 15 36  7  1],[ 5  7  8  4 15],69,[0. 1. 1. 1. 1.],34.0
[30 13 34  4  5],[11 17 15  4  9],15,[0. 1. 0. 0. 0.],17.0
[21 18 25 49 49],[ 4  9  2 17  3],89,[1. 1. 0. 1. 0.],30.0
[46  4  5 21 11],[ 9  8  2 10  8],54,[0. 1. 1. 1. 1.],28.0
[20 35 16 41  8],[ 9 15  2 14  4],17,[0. 0. 0. 0. 1.],4.0
[21 15 43 27 29],[ 6  9 16 10  6],91,[0. 1. 1. 1. 0.],35.0
[25 44 38 17  8],[ 6  1  8 10 10],98,[1. 0. 1. 1. 1.],34.0
[17 10 49 16 13],[ 1  6  5 16 18],87,[1. 1. 0. 1. 1.],41.0
[30 35 33 12 30],[ 2  2 10 13  4],38,[0. 0. 0. 1. 0.],13.0
[29 34 25 45  3],[ 4  5 12  1 12],20,[0. 0. 0. 0. 1.],12.0
[37 30 14 11 23],[ 5 15  1  8 16],28,[0. 0. 0. 0. 1.],16.0
[22 10 47 48  4],[17  1 11 10 10],55,[1. 1. 0. 0. 1.],28.0
[35 13 19  5  8],[ 9  9  7 10 12],20,[0. 0. 0. 1. 1.],22.0
[23 39  2 49 45],[13  4  7 17  7],79,[1. 0. 1. 1. 0.],37.0
[40 15 29  9 40],[ 7 16  7 16  6],27,[0. 1. 0. 1. 0.],32.0
[36 38 31 27 26],[ 1 19 17  9  9],65,[0. 1. 0. 1. 0.],28.0
[ 4 10 13 28 27],[15  3 12 11  8],99,[1. 1. 1. 1. 1.],49.0
[35 33 47 43 14],[12 11  5 14  3],56,[1. 0. 0. 0. 1.],15.0
[11 42 46  2  9],[8 2 1 4 3],66,[1. 1. 0. 1. 1.],17.0
[32 43 12 33 32],[ 2 14  8 17 14],40,[0. 0. 0. 1. 0.],17.0
[16  8 27  9 42],[13 10  1  3 10],58,[1. 1. 0. 1. 0.],26.0
[ 8 42  4 27 40],[ 2  2 15 16  4],26,[1. 0. 1. 0. 0.],17.0
[26 38 36 29 21],[16  9  5  9  9],61,[1. 0. 0. 1. 0.],25.0
[33 10  5 41  9],[ 9 15 17  3 13],47,[0. 1. 1. 0. 1.],45.0
[39 10 15 29 41],[13 17 14 11 10],25,[0. 1. 1. 0. 0.],31.0
[20 13 42 43 44],[ 2 14 15  1  2],41,[1. 1. 0. 0. 0.],16.0
[ 4 49  1 39 23],[ 8 18 13  2 12],95,[1. 1. 1. 0. 1.],51.0
[33  4  6 47 20],[19  1 10 13  1],43,[1. 1. 1. 0. 0.],30.0
[ 4 46 16 33 31],[12 11 10 15 13],46,[1. 0. 0. 1. 0.],27.0
[20  5 33  1 36],[11 12 13  7  1],95,[1. 1. 1. 1. 1.],44.0
[47 29 39 26  6],[15  3 11 13 12],31,[0. 0. 0. 1. 0.],13.0
[34 16 15 16 28],[19  6 15 11 12],91,[1. 1. 1. 1. 0.],51.0
[40 18  3 18  5],[ 4  8  9 18  8],38,[0. 0. 1. 1. 1.],35.0
[18  1 28 38 39],[5 5 8 2 3],46,[1. 0. 1. 0. 0.],13.0
[ 2 15 38 23  5],[ 3 17 13  6  9],53,[1. 1. 0. 1. 1.],35.0
[47 20 47 30  1],[13  2  3  8  9],42,[0. 0. 0. 1. 1.],17.0
[44 15 33 45  2],[12 10 11 15 11],85,[0. 0. 1. 1. 1.],37.0
[12 26 24 41  5],[14 12 13 14  7],30,[1. 0. 0. 0. 1.],21.0
[30 19  2 10  9],[ 7  9  7  4 16],37,[0. 1. 1. 0. 1.],32.0
[46 43  1 44 43],[ 6 12  4 14 15],50,[0. 0. 1. 0. 1.],19.0
[15  5 20 39 41],[18 14  3 16 12],58,[1. 1. 1. 0. 0.],35.0
[40 37 45 42 33],[ 2  1 12 18 11],79,[0. 0. 0. 1. 1.],29.0
[32 31 15 46 40],[13 18  5 16  3],85,[1. 1. 1. 0. 0.],36.0
[24 20 10 24  1],[14 15  8 11 14],71,[1. 1. 0. 1. 1.],54.0
[31  9 16  7  5],[ 5  2  2 18 14],35,[0. 1. 0. 1. 1.],34.0
[36  1 30 31 28],[ 8 13 12  2 19],21,[0. 1. 0. 0. 0.],13.0
[23  8 20 27 26],[ 2 15 19  1 17],41,[0. 1. 1. 0. 0.],34.0
[44 36 43 10 41],[ 2 14 11 16  5],77,[0. 1. 0. 1. 0.],30.0
[23 15 39  6 19],[ 7 14  2  1 13],76,[1. 1. 0. 1. 1.],35.0
[ 2 15 48 16 10],[16 15 11  4 10],19,[1. 1. 0. 0. 0.],31.0
[30 10  1 37 24],[ 9  8  2 11  3],88,[1. 1. 1. 1. 0.],30.0
[10 33 12 22 35],[11  1  9 16 13],40,[1. 0. 0. 1. 0.],27.0
[26 36 39 17 42],[ 5  6 15  3  5],46,[0. 0. 1. 0. 0.],15.0
[44 29 37 45 43],[13  1 13 16 19],83,[0. 0. 1. 0. 1.],32.0
[49  1  3  8 18],[13  8  8 15  8],94,[1. 1. 1. 1. 1.],52.0
[22  4 42 14 25],[ 1 12  1  2  7],30,[0. 1. 0. 0. 1.],19.0
[19 34 13 31 34],[ 8  4 19  9 15],67,[1. 0. 1. 0. 1.],42.0
[11 20 20 13 18],[ 5  8 10 10  4],32,[1. 0. 1. 0. 0.],15.0
[ 4 20 40 15 41],[10  3 14  8 19],39,[1. 1. 0. 1. 0.],21.0
[35 37 33  3 40],[11  2 11  7  8],62,[1. 0. 0. 1. 0.],18.0
[ 3 13  8 28 15],[12 16 14 12  3],65,[1. 1. 1. 1. 0.],54.0
[38 14  1 38  1],[2 8 2 7 9],25,[0. 1. 1. 0. 1.],19.0
[31 29  8 17 44],[ 6 13  8  6  9],38,[0. 1. 1. 0. 0.],21.0
[29  5 44 20  7],[ 8  7 11 10  9],89,[0. 1. 1. 1. 1.],37.0
[38 35 21 25 34],[10 13  6  4 15],46,[0. 0. 0. 0. 1.],15.0
[38 17 41 46 38],[15  9 13 10 12],42,[1. 0. 0. 0. 0.],15.0
[39 20 17 19  2],[ 1 13  3 10  8],50,[0. 1. 0. 1. 1.],31.0
[25 19 34 33  8],[12 11 16  5  9],38,[1. 0. 0. 0. 1.],21.0
[25 42 10 18 26],[19 14 17  4 12],75,[1. 0. 1. 0. 1.],48.0
[14 29  8 45 43],[10 12 13 18 19],56,[1. 1. 1. 0. 0.],35.0
[23 14  5 14  1],[ 4 13  8  3 17],93,[1. 1. 1. 1. 1.],45.0
[38 37 42 32 28],[18  7 16  2  7],55,[1. 0. 0. 0. 0.],18.0
[38 42 30 43 41],[ 5  2  3 13  5],84,[1. 0. 0. 1. 0.],18.0
[ 4 40 22 14  1],[ 1 11  5  9 13],38,[0. 0. 1. 1. 1.],27.0
[15 11 27 14  2],[15 12  2 16  7],53,[1. 1. 0. 1. 1.],50.0
[ 2 35  6 28 31],[ 9 10  6 12  4],38,[1. 0. 1. 1. 0.],27.0
[12 24 48 48 42],[ 1 14  2  7  3],91,[1. 1. 0. 1. 0.],22.0
[33 45 26 42 13],[ 3 12  4  6 11],48,[0. 0. 1. 0. 1.],15.0
[23 30 37  6 29],[10 17 10  2 10],78,[1. 1. 0. 1. 0.],29.0
[10 22  8 32 10],[10 16 14 13  6],45,[1. 1. 1. 0. 0.],40.0
[13 14  2 30  3],[15  3 16 13 14],28,[1. 0. 1. 0. 1.],45.0
[32 46 34 16 11],[ 8 11  3  9  5],69,[1. 0. 0. 1. 1.],22.0
[12 11 11 32 17],[13 11 17 10 16],65,[1. 1. 1. 0. 1.],57.0
[20  9 20 26  4],[ 3 10  7 18 19],68,[0. 1. 1. 1. 1.],54.0
[28 31  7  2 22],[ 4 14  7 19 15],53,[0. 0. 1. 1. 1.],41.0
[32 41 48 45 13],[ 6 11  1  3 18],51,[1. 0. 0. 0. 1.],24.0
[41 44 20 27 16],[ 9 15 19 11 17],44,[0. 0. 1. 0. 1.],36.0
[14 18 43 20 46],[ 1 12  7 15 10],68,[1. 1. 0. 1. 0.],28.0
[35 21 23 42 28],[15  1  7 13 11],96,[1. 0. 1. 0. 1.],33.0
[ 9 29 25 12 16],[ 4 18 17 19 11],57,[0. 1. 0. 1. 1.],48.0
[38 19 35 34 24],[ 1  2 10  8  6],19,[0. 1. 0. 0. 0.],2.0
[35  9 18 44  8],[18 10  4 17 14],75,[1. 1. 1. 0. 1.],46.0
[20 38 15 27  4],[16 11 19  9  5],15,[0. 0. 1. 0. 0.],19.0
[34 25 31 33 25],[10  7  7 10  6],72,[1. 0. 0. 1. 0.],20.0
[13 17  7  8 13],[15  6 12 13  5],83,[1. 1. 1. 1. 1.],51.0
[17 17 40 46 43],[ 3  8 19  4  7],35,[1. 1. 0. 0. 0.],11.0
[ 7 16  1 23  6],[ 2 14  3 19  4],73,[1. 1. 1. 1. 1.],42.0
[30 20  4 22  5],[ 3  2 16 19 10],67,[1. 0. 1. 1. 1.],48.0
[ 9 14 17 13 46],[ 9 12 14  8 12],88,[1. 1. 1. 0. 1.],47.0
[24 36 10 16 32],[15 18 18  3  2],59,[0. 1. 1. 0. 0.],36.0
[46 29 18  5 18],[10  4 12 19  6],15,[0. 0. 0. 1. 0.],19.0
[19 17 39 19 42],[11  5  4  5  6],59,[1. 1. 0. 1. 0.],21.0
[10 18  8 24 47],[19 17  6  1 17],53,[1. 1. 1. 0. 0.],42.0
[ 1 34 13 30 27],[18 11 15  2  5],69,[1. 1. 1. 0. 0.],44.0
[34 18 24 20 41],[17  3 17 11 10],52,[0. 0. 1. 1. 0.],28.0
[10 28 40  3  6],[ 2  6  5  1 10],67,[1. 1. 0. 1. 1.],19.0
[12 32  8 24  7],[17  2  5  6  9],85,[1. 1. 1. 1. 1.],39.0
[18 47  9 42  2],[12  6 13 11 16],81,[1. 0. 1. 1. 1.],52.0
[45 41  2  2 48],[ 5  7  3  7 15],47,[0. 1. 1. 1. 0.],17.0
[41  7 25 25 22],[ 8  7  1  3 17],21,[0. 1. 0. 0. 0.],7.0
[14 41 29 44 13],[12 19 11 13  3],17,[1. 0. 0. 0. 0.],12.0
[25 13 33 13 47],[ 2 11  5  1  7],48,[0. 1. 1. 0. 0.],16.0
[ 9  7 17 28 20],[18 19 11 11  5],22,[1. 1. 0. 0. 0.],37.0
[37  6 12 27 35],[ 7 18 12 19  6],94,[1. 1. 1. 1. 0.],56.0
[11 14 42 34 47],[7 2 4 5 9],19,[1. 0. 0. 0. 0.],7.0
[32 44 43 27 11],[16  2 10  7 11],60,[1. 0. 0. 0. 1.],27.0
[23 11 13 18  8],[ 5  3  8  5 12],91,[1. 1. 1. 1. 1.],33.0
[32  9 48 12 35],[ 6  5  2 13 14],32,[0. 1. 0. 1. 0.],18.0
[38 32 19 10  1],[13  8 16 13 11],70,[1. 0. 1. 1. 1.],53.0
[27  2 17  5 33],[19  2 16 10 16],69,[1. 1. 1. 1. 0.],47.0
[ 6 34 35 25 37],[ 3 13  3 12 12],58,[1. 1. 0. 0. 0.],16.0
[44 47 42  5 42],[ 1 14  9  3  3],96,[0. 1. 1. 1. 0.],26.0
[12 15 42 23 24],[19 18  9  5  9],53,[1. 1. 0. 0. 1.],46.0
[32 34 25 12 20],[ 8 11 14  9 11],74,[0. 1. 1. 1. 0.],34.0
[21 36  2 32 41],[16 17 17  8  3],50,[0. 1. 1. 0. 0.],34.0
[44 28 38  2 16],[ 2 13  6  1 16],35,[0. 0. 0. 1. 1.],17.0
[16 30 24 36  1],[16 15 17  8  3],25,[0. 0. 1. 0. 1.],20.0
[44 48  8 43 25],[ 2 10  7 13 14],22,[0. 0. 1. 0. 0.],7.0
[43  2 23 22  5],[ 2 14  1  2 13],87,[1. 1. 0. 1. 1.],31.0
[24  1 12 14 38],[13 13  2 16  9],76,[1. 1. 1. 1. 0.],44.0
[34 35 19  8 44],[15  5 19 18  6],83,[1. 0. 1. 1. 0.],52.0
[25 48 40 21  7],[18 11 10 16  2],87,[1. 0. 1. 1. 0.],44.0
[ 5 20 41 19 39],[13 18  5  5 19],42,[1. 1. 0. 0. 0.],31.0
[34 44 12 22 18],[18 11 19  7  3],54,[1. 0. 1. 0. 0.],37.0
[45 44  3 21 38],[19  4  1 10  1],37,[0. 0. 1. 1. 0.],11.0
[40 23 47 10 40],[13  3  2 15 15],79,[0. 1. 0. 1. 1.],33.0
[33  2 14 21  7],[19 12  5  8  9],21,[0. 1. 0. 0. 1.],21.0
[42 37  4 14 41],[ 6  8 15  5  1],91,[1. 1. 1. 0. 0.],29.0
[30  4 24  7 41],[ 8  2  7 13 11],44,[1. 1. 0. 1. 0.],23.0
[ 5 38 19 34 23],[17  9 15 17 10],45,[1. 0. 0. 1. 0.],34.0
[35 44 40 12  1],[ 8  7  5 11  3],24,[0. 0. 0. 1. 1.],14.0
[ 1 13 41  5 20],[ 6  5 17  7 15],53,[1. 1. 0. 1. 1.],33.0
[19  5 47 33  8],[13  6  1  8  9],17,[0. 1. 0. 0. 1.],15.0
[46 43 19 17 13],[12 12  4  9  6],20,[0. 0. 0. 1. 0.],9.0
[44 41 48 33 40],[ 6 18  2 11  9],80,[0. 1. 0. 1. 0.],29.0
[13 16 25 42 47],[13  4 11 13  3],31,[1. 1. 0. 0. 0.],17.0
[12 41 38 48 10],[12 15 14 13 11],58,[1. 1. 0. 0. 0.],27.0
[ 4 31 34 37 33],[12  1 14 16 14],80,[1. 0. 1. 1. 0.],42.0
[ 1 18 47  8 17],[7 7 9 7 7],46,[1. 1. 0. 1. 1.],28.0
[30  4 26 42 37],[ 3  9 16  3 17],53,[0. 1. 0. 0. 1.],26.0
[17  4 48 41 38],[16  2 15 18  6],83,[1. 1. 0. 1. 0.],36.0
[19  7 40 12 28],[10  5  9 15  2],89,[1. 1. 1. 1. 0.],39.0
[49 29 13 45 16],[ 7 15 16  2 11],18,[0. 0. 1. 0. 0.],16.0
[37 43 29  9 11],[14 15 12 18  6],76,[1. 0. 1. 1. 0.],44.0
[ 8  2 24 38 34],[16  3 18  8  6],87,[1. 1. 1. 1. 0.],45.0
[47 43 18 30 22],[18 13 14  7 18],71,[0. 0. 1. 1. 1.],39.0
[46 41 35 23 13],[ 6  2 13  5  2],82,[0. 0. 1. 1. 1.],20.0
[29  2 43 14 39],[ 5  9  8 18  6],49,[1. 1. 0. 1. 0.],32.0
[48 20 45  5 37],[ 7 13  7 11  2],58,[0. 1. 0. 1. 0.],24.0
[38 28  1 32 11],[13  1 12  8 12],29,[0. 0. 1. 0. 1.],24.0
[ 9 14 24 37 25],[14  7 18  4 13],77,[1. 1. 1. 0. 1.],52.0
[34  7 31 20  3],[17  8  7  2 16],27,[0. 1. 0. 0. 1.],24.0
[41 41 29  6 21],[18 16 14 14 13],97,[1. 0. 1. 1. 1.],59.0
[18 47 41 23  2],[13 17  5 14 15],63,[1. 0. 0. 1. 1.],42.0
[ 8 22 38 35 29],[18  1  5 19  9],48,[1. 0. 0. 1. 0.],37.0
[40 44 48 21 42],[ 6 13 12 11  4],98,[0. 1. 1. 0. 0.],25.0
[32 16 33 32 33],[19 18  5 16  7],24,[0. 1. 0. 0. 0.],18.0
[ 4 31 28 22 28],[11 11  7 10 17],64,[1. 1. 0. 0. 1.],39.0
[13 15 17 21  1],[ 7  9 15 18 11],15,[1. 0. 0. 0. 1.],18.0
[31 48 37 27 43],[15  6  8  7 15],42,[1. 0. 0. 0. 0.],15.0
[25 44 24 19 26],[ 9  1 15  3  5],36,[0. 0. 1. 0. 0.],15.0
[43 33 27  5 41],[ 9 18 14  6 11],29,[0. 0. 1. 0. 0.],14.0
[ 8 22 27 11 37],[17  2 11 17  6],74,[1. 1. 1. 1. 0.],47.0
[27 24 34 35 37],[ 6 14 12  9 13],30,[0. 1. 0. 0. 0.],14.0
[35 46 41  7 17],[15 18 16  7 16],84,[0. 1. 0. 1. 1.],41.0
[13 28 12  8  6],[ 7 15 11 11  3],74,[1. 1. 1. 1. 1.],47.0
[23 22 47 16 23],[ 3 18  6 13 19],62,[0. 1. 0. 1. 1.],50.0
[12 41 36  3 28],[ 9  2 13  5  8],61,[1. 0. 1. 1. 0.],27.0
[29 47 28 30 43],[13  2 16  4  9],34,[0. 0. 1. 0. 0.],16.0
[ 3  7 43 37 21],[11 12 14 19  6],60,[1. 1. 0. 1. 0.],42.0
[ 3 28  8 33 46],[ 5  3  6 15 15],64,[1. 0. 1. 1. 0.],26.0
[43 33 31 33 38],[ 6 17  6 13 16],32,[0. 0. 1. 0. 0.],6.0
[21 11 35 14 38],[ 9 13  1  8  9],45,[1. 1. 0. 0. 0.],22.0
[46 33 16 36  4],[ 4  9  9 19 12],62,[0. 0. 1. 1. 1.],40.0
[ 5 33 18 36  2],[14  3  4 19  5],55,[1. 0. 0. 1. 1.],38.0
[ 1  7 34 14 49],[ 4 13  5 18 16],23,[1. 1. 0. 1. 0.],35.0
[30 34 22  9 31],[ 2 10 12 11 16],37,[0. 0. 1. 1. 0.],23.0
[20 17 40 11 25],[14 11 16  8  1],65,[1. 1. 0. 1. 0.],33.0
[15 40  3 44 33],[ 4 19 15  6 14],77,[0. 1. 1. 0. 1.],48.0
[32 12 40 40 37],[ 8 16  7 15  2],79,[0. 1. 0. 1. 0.],31.0
[41 34  4 33  4],[ 6 18  4  9 15],99,[0. 1. 1. 1. 1.],46.0
[41 16 49  8 43],[12  9 10 13  1],65,[1. 1. 0. 1. 0.],34.0
[19 34 16 38 35],[18  8  4  2  7],87,[1. 1. 1. 0. 0.],30.0
[43  7  6  4 30],[10 14 19 15 12],73,[0. 1. 1. 1. 1.],60.0
[45  9 16 31 38],[ 5 15 17 13  1],16,[0. 0. 1. 0. 0.],17.0
[ 2 40 26 20  3],[ 1  7  9  8 12],65,[1. 0. 1. 1. 1.],30.0
[22  3 33 38 12],[ 8 15 15  9 19],52,[0. 1. 1. 0. 1.],49.0
[38 47 20 24 31],[16 18  4  2  6],56,[0. 1. 0. 0. 0.],18.0
[ 1 49 40 24 30],[11 17  5  4 11],18,[1. 0. 0. 0. 0.],11.0
[40 49 33 37  8],[ 6  3 11  3 11],22,[0. 0. 0. 0. 1.],11.0
[48 16 23  9 42],[ 7 12 11  2 10],64,[0. 1. 1. 1. 0.],25.0
[31 39 37  9 35],[ 7  6  2 13 13],88,[1. 0. 0. 1. 1.],33.0
[22 20 41 10 22],[17  3 13 18 10],67,[1. 0. 0. 1. 1.],45.0
[39 29 47 49  9],[18  8 12 18 17],84,[1. 1. 0. 0. 1.],43.0
[ 3 35 30 14 16],[ 3 12  5 16  8],84,[1. 1. 0. 1. 1.],39.0
[17 20 42  1 29],[12  8 11  2 18],52,[1. 0. 0. 1. 1.],32.0
[15 12 38  3  5],[11  3  9 10 17],35,[1. 1. 0. 1. 1.],41.0
[25  5 22 26 12],[15 15 17 12  5],20,[0. 1. 0. 0. 1.],20.0
[ 4 12 34 14 18],[14  2  8  6 11],57,[1. 0. 1. 0. 1.],33.0
[45 38 26 33  6],[ 5  6 10  3  6],73,[0. 1. 1. 0. 1.],22.0
[31  8  7 22 19],[ 7 12  4  1 19],68,[1. 1. 1. 0. 1.],42.0
[45  7 46 30 35],[ 6  2 15 15 19],99,[0. 1. 1. 0. 1.],36.0
[ 6 47 12 24 20],[8 7 4 8 7],62,[1. 0. 1. 1. 1.],27.0
[10 42 36 13 46],[12  5 10 18 15],62,[1. 0. 1. 1. 0.],40.0
[44 34 47  9 43],[13  3  5 10  4],78,[1. 0. 0. 1. 0.],23.0
[13  6  5 29 21],[11 16 14  1 17],25,[1. 1. 1. 0. 0.],41.0
[42 12 33 12 13],[ 7 12  1  2  3],77,[1. 1. 0. 0. 1.],22.0
[22 45  1 30 48],[11  5 14 16  4],99,[1. 1. 1. 1. 0.],46.0
[49 22  4  5 17],[10 14 10 16  5],67,[0. 1. 1. 1. 1.],45.0
[42  7 44  7 10],[ 6 13  6  1 13],17,[0. 1. 0. 0. 1.],26.0
[32 13 10 47 22],[ 6 16  9  9  7],98,[0. 1. 1. 1. 1.],41.0
[ 3  7 26 10 48],[16  7 11 15  6],51,[1. 1. 1. 1. 0.],49.0
[25 10 36 20 26],[ 5 18 10 19 16],40,[0. 1. 0. 1. 0.],37.0
[33 46 24 37 11],[14  2 15  8  9],94,[1. 0. 1. 0. 1.],38.0
[ 1 25 45 12 34],[ 9 18 12 17  4],68,[1. 1. 0. 1. 0.],44.0
[ 1 47 12  8 18],[12 12 19 19 18],30,[1. 0. 1. 1. 0.],50.0
[36 24 18 45 17],[ 6 10  3 10  9],53,[0. 1. 0. 0. 1.],19.0
[42 12 27  2  1],[19  9  8  1  3],19,[0. 1. 0. 1. 1.],13.0
[23 26 41 29 15],[17  7  7  1 17],25,[1. 0. 0. 0. 0.],17.0
[23  9 22 38 30],[ 2 17 10  5 11],56,[1. 1. 1. 0. 0.],29.0
[19 21 41 48  8],[17  6 12 12  7],99,[1. 1. 1. 0. 1.],42.0
[23 37 37 18 23],[ 3 13 17  7 11],24,[0. 0. 0. 0. 1.],11.0
[46 10 34  6 45],[ 6 18  4 15 12],92,[0. 1. 0. 1. 1.],45.0
[10 41 32 15 16],[ 3 10  2 14 17],28,[1. 0. 0. 0. 1.],20.0
[16 29 28 19 34],[15 10 14 19  7],37,[1. 0. 0. 1. 0.],34.0
[12 44  2 38 32],[ 5 14  3 19 13],54,[1. 0. 1. 1. 0.],27.0
[ 3 13 38 29 28],[ 1  1  5 11  6],62,[1. 0. 0. 1. 1.],18.0
[ 9 26 36 19  7],[ 2  5 19 13  2],45,[1. 0. 1. 0. 0.],21.0
[34 40 47  9  9],[15  4 19 17 18],42,[0. 0. 0. 1. 1.],35.0
[11 41 30 11 46],[ 2  6 13  5 16],55,[1. 0. 1. 1. 0.],20.0
[44  5  1 45 12],[18 17 15 16  9],42,[0. 1. 1. 0. 1.],41.0
[32 22 17 13  8],[ 8 13 14  5 12],59,[0. 1. 1. 0. 1.],39.0
[13  3 48 26 44],[11 12 13  9 12],80,[1. 1. 1. 0. 0.],36.0
[40 11  7 34 37],[ 6 15 13 13 18],52,[0. 1. 1. 1. 0.],41.0
[40 31 24 29 45],[16 19  1 11 14],46,[0. 1. 0. 0. 0.],19.0
[36 45 46 49  8],[17  1  9 16 13],78,[1. 0. 0. 0. 1.],30.0
[ 1  9 35 14 40],[ 2 13  1  5  4],56,[1. 1. 0. 1. 0.],20.0
[35 27 10 38 10],[17  3  7  6 19],86,[1. 1. 1. 0. 1.],46.0
[42 13 47 11 30],[11 10  7 16 12],89,[1. 0. 0. 1. 1.],39.0
[43 11 45 38 43],[ 5  6 14  6  9],98,[0. 1. 1. 1. 0.],26.0
[ 5 30  1 15 23],[17 18  5  4 10],18,[1. 0. 1. 0. 0.],22.0
[ 5 22 31 26 22],[ 5 13 18 14 18],19,[1. 0. 0. 0. 0.],5.0
[49 48 24 44 25],[ 5 16 19  9 19],50,[0. 0. 1. 0. 1.],38.0
[ 3 21 29 21 44],[9 2 7 7 8],42,[1. 0. 1. 0. 0.],16.0
[45 14 20  2 31],[17  8  4 11  6],97,[1. 1. 0. 1. 1.],42.0
[44 23  1 26 14],[10 12 14 13 10],90,[0. 1. 1. 1. 1.],49.0
[ 1  3 18 14 18],[ 6  2 17  2 19],63,[1. 1. 1. 1. 1.],46.0
[ 8  5 19  5  1],[ 2  2  7 12  5],41,[1. 1. 1. 1. 1.],28.0
[ 2 42 37  9 42],[15  8 17 13 17],37,[1. 0. 0. 1. 0.],28.0
[15 35 38 22  2],[15  8 14  4 16],25,[1. 0. 0. 0. 1.],31.0
[39 48  9 49 49],[15 10  3  4  9],61,[1. 0. 1. 0. 0.],18.0
[17 45  2  1 27],[18  2 13 12  7],72,[1. 0. 1. 1. 1.],50.0
[44 25 42 37  5],[17  1  7 19 13],42,[0. 0. 0. 1. 1.],32.0
[12 22 33 11  2],[15  4  8 14 12],22,[1. 0. 0. 0. 1.],27.0
[43  5 29 28 13],[15 14  3  2 18],77,[1. 1. 0. 0. 1.],47.0
[48 36 39 32 14],[15 14 12  5 17],33,[0. 0. 0. 0. 1.],17.0
[25 29 37 31 38],[ 4 10 11  1 14],92,[1. 1. 0. 0. 1.],28.0
[ 6  5 31 35 23],[16 19 14 13 16],90,[1. 1. 1. 0. 1.],65.0
[ 7 23 20  1 40],[ 7 12 14 17 13],66,[1. 1. 1. 1. 0.],50.0
[34  9 21  3 14],[ 7 12 11  1 13],20,[0. 0. 0. 1. 1.],14.0
[15 31  6 12  6],[11 17 19  1 14],98,[1. 1. 1. 1. 1.],62.0
[ 7 42 11 14 40],[ 3  8 18  7  3],41,[1. 0. 1. 1. 0.],28.0
[46  3 14  2 37],[ 3 11 14 13  4],60,[0. 1. 1. 1. 1.],42.0
[38 45 31 41 45],[ 6  3  9  4 14],24,,0.0
[23 28 16 27 15],[ 5 11 10 11 19],35,[0. 0. 1. 0. 1.],29.0
[49 19 22 47  8],[18 13  5 16 13],49,[0. 1. 1. 0. 1.],31.0
[29 11 40 47 44],[13  7 13 15  2],35,[1. 0. 0. 0. 0.],13.0
[19 10 13 44  4],[10  7 13  9  9],97,[1. 1. 1. 1. 1.],48.0
[12 27 38 48  1],[ 9  4 17  5 13],99,[1. 0. 1. 1. 1.],44.0
[20 19 31 35 40],[ 8  5 13 10  2],84,[1. 1. 1. 0. 0.],26.0
[41  3  8 29  9],[13 11 17 11 10],73,[1. 1. 1. 0. 1.],51.0
[36 31  4 36 34],[18 11  9  2 17],65,[0. 1. 0. 0. 1.],28.0
[45 21 14 15 30],[17 11  3 10 18],15,[0. 0. 0. 1. 0.],10.0
[22  4 43 46 16],[ 7 11 14  5 19],19,[0. 0. 0. 0. 1.],19.0
[19 37 47 42 42],[ 3  4  6 14 11],75,[1. 0. 0. 1. 0.],17.0
[45 17 15 25  9],[ 6  9 18  5 10],91,[1. 1. 1. 0. 1.],43.0
[10 30 32 23 32],[12 19 12  9 11],35,[1. 0. 0. 1. 0.],21.0
[35 26 32 39 11],[18  5  7 18 19],30,[0. 0. 0. 0. 1.],19.0
[43 19 40 38 38],[ 5  4 16  7  6],61,[0. 1. 1. 0. 0.],20.0
[35 33 26  7 37],[ 4 12 10 10  2],87,[0. 1. 1. 1. 0.],32.0
[36  1  1 30 38],[ 7  6 11  7  2],80,[1. 1. 1. 1. 0.],31.0
[ 6 17  1  8 14],[18  7  2  9 15],73,[1. 1. 1. 1. 1.],51.0
[32 19 30 19 29],[18 12 12  6  1],53,[1. 1. 0. 0. 0.],30.0
[34 28 12 19 29],[12 14 18  4  9],47,[0. 1. 1. 0. 0.],32.0
[48  7 42 14 12],[10 12 17 14  5],29,[0. 1. 0. 1. 0.],26.0
[ 5 36 24 26 31],[10  6  7 17 12],99,[1. 0. 1. 1. 1.],46.0
[ 4 26  2 35 26],[12 17 13  2  1],16,[1. 0. 1. 0. 0.],25.0
[34 38 23  4 29],[13 15  5 16 15],94,[0. 1. 1. 1. 1.],51.0
